"","species","ctg","orthogroup","gene","gene_orientation","start_gene","end_gene","value"
"65076","AGAMB","3R","EOG091707CA","AGAP009988","-",47253297,47254049,NA
"65077","AGAMB","3R","EOG091705QB","AGAP009989","+",47255869,47257240,NA
"65078","AGAMB","3R","EOG091706Y9","AGAP009991","+",47331570,47332579,0.652
"65079","AGAMB","3R","EOG091707HE","AGAP009992","+",47334784,47336402,0.011
"65080","AGAMB","3R","EOG091702JD","AGAP009993","+",47337209,47339097,NA
"65081","AGAMB","3R","EOG091701CV","AGAP009995","-",47378262,47382240,NA
"65082","AGAMB","3R","EOG091707Z6","AGAP009996","+",47428384,47428936,0.445
"65083","AGAMB","3R","EOG091706JA","AGAP009997","+",47430060,47430884,NA
"65084","AGAMB","3R","EOG0917099U","AGAP009998","+",47431966,47434663,NA
"65085","AGAMB","3R","EOG091703PN","AGAP009999","-",47434851,47436782,NA
"65086","AGAMB","3R","EOG091707NX","AGAP010000","+",47439130,47440032,0.056
"65087","AGAMB","3R","EOG091702RA","AGAP010001","+",47472054,47483333,NA
"65088","AGAMB","3R","EOG091702IJ","AGAP010003","+",47523198,47533746,NA
"65089","AGAMB","3R","EOG0917056I","AGAP010004","-",47535848,47536671,NA
"65090","AGAMB","3R","EOG09170178","AGAP010005","+",47545943,47547904,NA
"65091","AGAMB","3R","EOG0917029X","AGAP010006","+",47548657,47552495,NA
"65092","AGAMB","3R","EOG0917056C","AGAP010007","+",47555567,47557217,NA
"65093","AGAMB","3R","EOG091705KY","AGAP010008","-",47559881,47560955,0.016
"65094","AGAMB","3R","EOG0917019M","AGAP010009","+",47575080,47577538,NA
"65095","AGAMB","3R","EOG091705BX","AGAP010010","-",47578358,47579507,0.03
"65096","AGAMB","3R","EOG091705XQ","AGAP010011","-",47581200,47582329,0.547
"65097","AGAMB","3R","EOG091706W0","AGAP010014","-",47641943,47642207,NA
"65098","AGAMB","3R","EOG091707CW","AGAP010016","-",47718643,47719449,NA
"65099","AGAMB","3R","EOG091703SG","AGAP010017","+",47742575,47751274,NA
"65100","AGAMB","3R","EOG091708KA","AGAP010018","-",47753852,47754407,NA
"65101","AGAMB","3R","EOG091708KD","AGAP010019","+",47763038,47763794,NA
"65102","AGAMB","3R","EOG091704AH","AGAP010020","-",47765360,47767000,0.602
"65103","AGAMB","3R","EOG091700S5","AGAP010026","+",47969184,47990172,NA
"65104","AGAMB","3R","EOG091704H0","AGAP010027","-",47974321,47975898,NA
"65105","AGAMB","3R","EOG091700IC","AGAP010028","-",47998780,48004259,NA
"65106","AGAMB","3R","EOG0917029G","AGAP010029","-",48005394,48007729,NA
"65107","AGAMB","3R","EOG091705YN","AGAP010030","-",48048564,48049898,NA
"65108","AGAMB","3R","EOG091701GE","AGAP010031","-",48057474,48059040,NA
"65109","AGAMB","3R","EOG091705CK","AGAP010032","-",48059601,48060918,NA
"65110","AGAMB","3R","EOG091706S8","AGAP010033","+",48061984,48063016,NA
"65111","AGAMB","3R","EOG091707EN","AGAP010034","-",48063101,48064060,NA
"65112","AGAMB","3R","EOG091700I3","AGAP010035","+",48065354,48069423,NA
"65113","AGAMB","3R","EOG0917086P","AGAP010037","-",48106748,48108129,NA
"65114","AGAMB","3R","EOG0917022X","AGAP010039","-",48117728,48119289,NA
"65115","AGAMB","3R","EOG0917027H","AGAP010041","+",48135363,48138524,NA
"65116","AGAMB","3R","EOG09170225","AGAP010042","-",48139906,48144077,0.01
"65117","AGAMB","3R","EOG091704FE","AGAP010044","-",48161265,48196357,0.01
"65118","AGAMB","3R","EOG09170B6Z","AGAP010046","-",48208413,48208914,NA
"65119","AGAMB","3R","EOG09170B6Z","AGAP010047","-",48227188,48227678,NA
"65120","AGAMB","3R","EOG091701EU","AGAP010048","+",48237423,48267617,NA
"65121","AGAMB","3R","EOG091702ZO","AGAP010050","+",48336898,48341947,0.01
"65122","AGAMB","3R","EOG091701A3","AGAP010051","-",48342628,48344667,NA
"65123","AGAMB","3R","EOG091706BO","AGAP010052","-",48348398,48350675,NA
"65124","AGAMB","3R","EOG091701QP","AGAP010054","+",48410190,48413405,NA
"65125","AGAMB","3R","EOG091700LR","AGAP010055","+",48451436,48466287,NA
"65126","AGAMB","3R","EOG091702VI","AGAP010056","+",48468868,48473896,0.254
"65127","AGAMB","3R","EOG091704TS","AGAP010057","-",48486273,48488026,0.067
"65128","AGAMB","3R","EOG0917033M","AGAP010058","+",48491563,48493235,0.504
"65129","AGAMB","3R","EOG091702LA","AGAP010059","+",48494891,48498880,0.026
"65130","AGAMB","3R","EOG09170737","AGAP010060","+",48501423,48502635,NA
"65131","AGAMB","3R","EOG091700AH","AGAP010061","-",48503644,48509142,NA
"65132","AGAMB","3R","EOG091700B2","AGAP010062","+",48518196,48526489,NA
"65133","AGAMB","3R","EOG0917043Z","AGAP010063","-",48531854,48533449,NA
"65134","AGAMB","3R","EOG091707VJ","AGAP010064","+",48533978,48534680,NA
"65135","AGAMB","3R","EOG091708C1","AGAP010066","-",48538156,48538958,NA
"65136","AGAMB","3R","EOG091701O8","AGAP010067","-",48569280,48571400,NA
"65137","AGAMB","3R","EOG091708LM","AGAP010068","-",48575430,48576571,NA
"65138","AGAMB","3R","EOG091701AP","AGAP010071","+",48614675,48617380,NA
"65139","AGAMB","3R","EOG09170A11","AGAP010072","+",48617799,48618302,NA
"65140","AGAMB","3R","EOG091705CR","AGAP010073","-",48618466,48619873,NA
"65141","AGAMB","3R","EOG091706P8","AGAP010074","-",48620693,48621953,NA
"65142","AGAMB","3R","EOG09170B9P","AGAP010075","+",48622775,48623924,NA
"65143","AGAMB","3R","EOG09170600","AGAP010076","-",48629637,48631526,0.021
"65144","AGAMB","3R","EOG091703MC","AGAP010077","+",48654025,48655791,NA
"65145","AGAMB","3R","EOG091702KQ","AGAP010078","-",48656887,48658401,0.014
"65146","AGAMB","3R","EOG0917028H","AGAP010080","+",48670072,48671094,NA
"65147","AGAMB","3R","EOG091706VO","AGAP010081","+",48672735,48674005,NA
"65148","AGAMB","3R","EOG09170BXJ","AGAP010082","+",48675373,48675728,NA
"65149","AGAMB","3R","EOG0917014P","AGAP010083","-",48678464,48682312,NA
"65150","AGAMB","3R","EOG09170BY0","AGAP010085","-",48684892,48685255,NA
"65151","AGAMB","3R","EOG091703VV","AGAP010086","-",48685713,48687496,0.015
"65152","AGAMB","3R","EOG091703I0","AGAP010087","+",48689048,48695469,0.045
"65153","AGAMB","3R","EOG09170021","AGAP010088","+",48706241,48715939,NA
"65154","AGAMB","3R","EOG091704QC","AGAP010089","-",48805823,48807078,NA
"65155","AGAMB","3R","EOG091708G6","AGAP010094","+",49065512,49066382,NA
"65156","AGAMB","3R","EOG09170A55","AGAP010095","+",49072076,49072921,NA
"65157","AGAMB","3R","EOG091702AC","AGAP010096","-",49107506,49111119,NA
"65158","AGAMB","3R","EOG091706KS","AGAP010097","-",49126660,49127265,NA
"65159","AGAMB","3R","EOG09170BAS","AGAP010099","-",49136221,49136690,NA
"65160","AGAMB","3R","EOG09170BAS","AGAP010100","+",49137635,49138114,NA
"65161","AGAMB","3R","EOG09170AD6","AGAP010101","-",49142195,49142795,NA
"65162","AGAMB","3R","EOG091705UK","AGAP010109","+",49182656,49183063,NA
"65163","AGAMB","3R","EOG09170903","AGAP010113","-",49193075,49193858,NA
"65164","AGAMB","3R","EOG09170903","AGAP010114","-",49196334,49197118,NA
"65165","AGAMB","3R","EOG091701MK","AGAP010115","+",49202204,49207644,NA
"65166","AGAMB","3R","EOG09170903","AGAP010116","+",49210895,49211678,NA
"65167","AGAMB","3R","EOG09170903","AGAP010117","+",49215733,49216528,NA
"65168","AGAMB","3R","EOG09170903","AGAP010120","+",49227988,49228795,NA
"65169","AGAMB","3R","EOG091709OX","AGAP010123","+",49239861,49240502,NA
"65170","AGAMB","3R","EOG091705UK","AGAP010124","+",49242965,49243654,NA
"65171","AGAMB","3R","EOG09170903","AGAP010126","-",49251789,49252584,NA
"65172","AGAMB","3R","EOG091707HN","AGAP010130","-",49265719,49266728,NA
"65173","AGAMB","3R","EOG091707Y5","AGAP010131","+",49268926,49275185,NA
"65174","AGAMB","3R","EOG091703S1","AGAP010132","+",49285621,49287337,NA
"65175","AGAMB","3R","EOG091703AH","AGAP010133","+",49293356,49295161,0.012
"65176","AGAMB","3R","EOG0917050Y","AGAP010134","+",49303097,49304807,NA
"65177","AGAMB","3R","EOG091704WE","AGAP010135","-",49310146,49311812,NA
"65178","AGAMB","3R","EOG091704U2","AGAP010137","-",49319647,49321216,NA
"65179","AGAMB","3R","EOG091708AX","AGAP010138","+",49329226,49345246,0.177
"65180","AGAMB","3R","EOG0917018P","AGAP010139","-",49356476,49359576,NA
"65181","AGAMB","3R","EOG091708BE","AGAP010140","-",49362915,49363723,NA
"65182","AGAMB","3R","EOG09170988","AGAP010141","+",49364651,49365556,0.045
"65183","AGAMB","3R","EOG091706IK","AGAP010143","+",49410003,49413763,0.018
"65184","AGAMB","3R","EOG09170430","AGAP010146","-",49434839,49436537,NA
"65185","AGAMB","3R","EOG09170067","AGAP010147","+",49460519,49482350,NA
"65186","AGAMB","3R","EOG0917046A","AGAP010149","-",49486871,49488501,0.257
"65187","AGAMB","3R","EOG091703RU","AGAP010150","-",49504263,49505708,NA
"65188","AGAMB","3R","EOG091704OI","AGAP010151","+",49509633,49511676,NA
"65189","AGAMB","3R","EOG091700NO","AGAP010152","-",49511931,49516150,NA
"65190","AGAMB","3R","EOG091700UT","AGAP010156","+",49548211,49554491,NA
"65191","AGAMB","3R","EOG0917056M","AGAP010158","-",49599773,49642193,NA
"65192","AGAMB","3R","EOG091709EY","AGAP010159","+",49670308,49670820,NA
"65193","AGAMB","3R","EOG091700WE","AGAP010160","-",49671706,49684684,NA
"65194","AGAMB","3R","EOG091703PP","AGAP010161","-",49704218,49705779,NA
"65195","AGAMB","3R","EOG0917037V","AGAP010162","+",49749614,49758102,NA
"65196","AGAMB","3R","EOG09170BLR","AGAP010163","-",49777851,49778063,NA
"65197","AGAMB","3R","EOG091701I2","AGAP010164","+",49786224,49791007,NA
"65198","AGAMB","3R","EOG091705Q2","AGAP010165","+",49792453,49793563,NA
"65199","AGAMB","3R","EOG091703U2","AGAP010167","+",49817423,49819401,NA
"65200","AGAMB","3R","EOG091701A5","AGAP010168","-",49827193,49831210,NA
"65201","AGAMB","3R","EOG091705Y1","AGAP010169","+",49859724,49870902,NA
"65202","AGAMB","3R","EOG0917024L","AGAP010170","-",49882257,49884126,NA
"65203","AGAMB","3R","EOG091704BJ","AGAP010171","+",49892245,49894025,NA
"65204","AGAMB","3R","EOG091705HX","AGAP010172","-",49899427,49906860,NA
"65205","AGAMB","3R","EOG091705ML","AGAP010173","+",49908149,49910286,NA
"65206","AGAMB","3R","EOG0917040D","AGAP010174","+",49911415,49912870,NA
"65207","AGAMB","3R","EOG0917014D","AGAP010175","-",49914396,49923056,NA
"65208","AGAMB","3R","EOG091706X1","AGAP010176","-",49929527,49930678,NA
"65209","AGAMB","3R","EOG0917044D","AGAP010178","-",49946262,49947811,NA
"65210","AGAMB","3R","EOG091701BH","AGAP010179","-",49948461,49951694,NA
"65211","AGAMB","3R","EOG091709XC","AGAP010181","-",49957996,49958568,NA
"65212","AGAMB","3R","EOG0917033K","AGAP010182","+",49959165,49961057,NA
"65213","AGAMB","3R","EOG091700LT","AGAP010183","-",49961429,49971850,NA
"65214","AGAMB","3R","EOG091700VX","AGAP010184","-",49983895,50074391,0.06
"65215","AGAMB","3R","EOG091700X8","AGAP010186","-",50210809,50228184,NA
"65216","AGAMB","3R","EOG09170506","AGAP010187","+",50335730,50337005,NA
"65217","AGAMB","3R","EOG091705U8","AGAP010188","+",50353671,50354743,NA
"65218","AGAMB","3R","EOG091704HQ","AGAP010189","-",50359526,50378794,NA
"65219","AGAMB","3R","EOG091700YD","AGAP010190","+",50380866,50383255,NA
"65220","AGAMB","3R","EOG091705ZB","AGAP010191","+",50383856,50384963,0.011
"65221","AGAMB","3R","EOG09170051","AGAP010192","-",50386147,50392930,NA
"65222","AGAMB","3R","EOG0917070B","AGAP010193","+",50407277,50410500,0.031
"65223","AGAMB","3R","EOG0917049J","AGAP010194","+",50414991,50416875,NA
"65224","AGAMB","3R","EOG0917042X","AGAP010195","-",50417385,50418789,NA
"65225","AGAMB","3R","EOG091707CE","AGAP010196","+",50438641,50439462,NA
"65226","AGAMB","3R","EOG0917054C","AGAP010197","-",50453890,50474187,NA
"65227","AGAMB","3R","EOG091701J7","AGAP010198","-",50570792,50573930,NA
"65228","AGAMB","3R","EOG0917068O","AGAP010199","-",50576313,50577211,NA
"65229","AGAMB","3R","EOG0917046C","AGAP010201","-",50614349,50653786,NA
"65230","AGAMB","3R","EOG091700NP","AGAP010202","-",50680411,50686377,NA
"65231","AGAMB","3R","EOG091701WE","AGAP010203","-",50688708,50692248,NA
"65232","AGAMB","3R","EOG091704P2","AGAP010205","+",50697217,50698421,NA
"65233","AGAMB","3R","EOG091701YH","AGAP010206","-",50702259,50706703,NA
"65234","AGAMB","3R","EOG0917010O","AGAP010207","+",50715494,50720053,0.015
"65235","AGAMB","3R","EOG091707W7","AGAP010208","+",50750906,50756517,0.135
"65236","AGAMB","3R","EOG091705QP","AGAP010209","+",50807222,50832322,NA
"65237","AGAMB","3R","EOG091705DW","AGAP010210","+",50835738,50836499,NA
"65238","AGAMB","3R","EOG091706V0","AGAP010211","+",50837393,50838570,NA
"65239","AGAMB","3R","EOG09170A29","AGAP010212","+",50839391,50839854,NA
"65240","AGAMB","3R","EOG0917075I","AGAP010213","-",50839904,50840757,NA
"65241","AGAMB","3R","EOG091704WY","AGAP010214","+",50842621,50844736,NA
"65242","AGAMB","3R","EOG0917091S","AGAP010215","-",50846255,50846891,NA
"65243","AGAMB","3R","EOG09170B2R","AGAP010216","+",50847350,50848145,NA
"65244","AGAMB","3R","EOG091702DV","AGAP010217","-",50848755,50850862,NA
"65245","AGAMB","3R","EOG091700ND","AGAP010218","+",50851907,50871670,NA
"65246","AGAMB","3R","EOG091701MH","AGAP010219","+",50911889,50914568,NA
"65247","AGAMB","3R","EOG0917070N","AGAP010220","-",50915615,50916464,NA
"65248","AGAMB","3R","EOG091705LZ","AGAP010221","+",50961500,50976782,NA
"65249","AGAMB","3R","EOG0917053E","AGAP010223","-",51184227,51186053,NA
"65250","AGAMB","3R","EOG091708IE","AGAP010224","-",51265404,51266042,NA
"65251","AGAMB","3R","EOG091707NN","AGAP010225","-",51271438,51272169,NA
"65252","AGAMB","3R","EOG09170C5E","AGAP010226","-",51273996,51288580,NA
"65253","AGAMB","3R","EOG09170BWB","AGAP010227","+",51289810,51290064,NA
"65254","AGAMB","3R","EOG0917025P","AGAP010228","+",51290942,51293294,NA
"65255","AGAMB","3R","EOG091704OL","AGAP010229","+",51294761,51296722,NA
"65256","AGAMB","3R","EOG091702XV","AGAP010230","-",51299821,51305625,NA
"65257","AGAMB","3R","EOG0917098O","AGAP010231","+",51310530,51311120,NA
"65258","AGAMB","3R","EOG0917063E","AGAP010232","+",51315598,51322635,NA
"65259","AGAMB","3R","EOG091701DY","AGAP010233","+",51329214,51332540,NA
"65260","AGAMB","3R","EOG091701CN","AGAP010234","+",51336112,51339575,NA
"65261","AGAMB","3R","EOG091702EJ","AGAP010235","+",51345177,51357275,NA
"65262","AGAMB","3R","EOG091702BA","AGAP010238","-",51370694,51373844,NA
"65263","AGAMB","3R","EOG091705RB","AGAP010239","+",51405368,51406811,NA
"65264","AGAMB","3R","EOG091707BT","AGAP010240","-",51410285,51411157,NA
"65265","AGAMB","3R","EOG091703FI","AGAP010241","+",51441954,51443779,NA
"65266","AGAMB","3R","EOG091700MX","AGAP010242","-",51455817,51469790,NA
"65267","AGAMB","3R","EOG091707MK","AGAP010243","-",51522920,51523800,NA
"65268","AGAMB","3R","EOG091708FQ","AGAP010244","+",51531089,51531760,NA
"65269","AGAMB","3R","EOG091700MF","AGAP010245","-",51542864,51554877,NA
"65270","AGAMB","3R","EOG091703WX","AGAP010246","-",51647259,51649013,0.019
"65271","AGAMB","3R","EOG091707PO","AGAP010247","-",51649377,51650093,NA
"65272","AGAMB","3R","EOG091709EM","AGAP010248","+",51650396,51650947,NA
"65273","AGAMB","3R","EOG0917013C","AGAP010249","-",51651612,51654892,NA
"65274","AGAMB","3R","EOG091706YO","AGAP010250","-",51656689,51657699,NA
"65275","AGAMB","3R","EOG091700KG","AGAP010251","-",51658337,51662103,NA
"65276","AGAMB","3R","EOG091709YJ","AGAP010252","+",51662651,51663450,NA
"65277","AGAMB","3R","EOG091706S3","AGAP010253","-",51664738,51665706,NA
"65278","AGAMB","3R","EOG09170702","AGAP010254","+",51684949,51687015,NA
"65279","AGAMB","3R","EOG091704OC","AGAP010255","+",51707622,51709016,NA
"65280","AGAMB","3R","EOG091709NN","AGAP010256","-",51711990,51712879,NA
"65281","AGAMB","3R","EOG091707EL","AGAP010257","-",51714351,51715716,0.286
"65282","AGAMB","3R","EOG091703RS","AGAP010258","+",51717457,51719626,NA
"65283","AGAMB","3R","EOG091701MO","AGAP010259","+",51727896,51749800,NA
"65284","AGAMB","3R","EOG0917082V","AGAP010260","+",51754135,51755481,NA
"65285","AGAMB","3R","EOG09170127","AGAP010261","-",51759874,51777762,NA
"65286","AGAMB","3R","EOG0917008N","AGAP010263","+",51779636,51785942,NA
"65287","AGAMB","3R","EOG091700UV","AGAP010264","+",51803373,51808103,NA
"65288","AGAMB","3R","EOG091701NM","AGAP010265","+",51820780,51844428,NA
"65289","AGAMB","3R","EOG091701RF","AGAP010267","-",51878832,51881222,NA
"65290","AGAMB","3R","EOG091706O2","AGAP010268","+",51882123,51911514,NA
"65291","AGAMB","3R","EOG0917012U","AGAP010269","-",51888596,51891751,NA
"65292","AGAMB","3R","EOG091701ZE","AGAP010271","+",51913527,51915872,0.01
"65293","AGAMB","3R","EOG0917016E","AGAP010272","-",51917004,51920501,NA
"65294","AGAMB","3R","EOG091701DP","AGAP010273","-",51921336,51925107,NA
"65295","AGAMB","3R","EOG0917028R","AGAP010274","-",51934259,51936528,NA
"65296","AGAMB","3R","EOG0917029P","AGAP010275","+",51937322,51940123,NA
"65297","AGAMB","3R","EOG091704HI","AGAP010276","-",51942514,51945526,NA
"65298","AGAMB","3R","EOG09170AKR","AGAP010277","+",51946202,51946687,NA
"65299","AGAMB","3R","EOG091708RG","AGAP010278","-",51946735,51947367,NA
"65300","AGAMB","3R","EOG0917062C","AGAP010279","-",51965805,51967867,NA
"65301","AGAMB","3R","EOG09170484","AGAP010280","-",51982000,51984421,NA
"65302","AGAMB","3R","EOG091701GY","AGAP010281","-",51987526,52014754,NA
"65303","AGAMB","3R","EOG091701A9","AGAP010282","+",52033959,52038486,NA
"65304","AGAMB","3R","EOG091705BA","AGAP010283","+",52044379,52059885,NA
"65305","AGAMB","3R","EOG091700GV","AGAP010286","+",52067738,52113985,NA
"65306","AGAMB","3R","EOG091703US","AGAP010289","-",52212077,52213576,NA
"65307","AGAMB","3R","EOG0917013U","AGAP010290","+",52237449,52248062,NA
"65308","AGAMB","3R","EOG0917064T","AGAP010293","+",52354660,52358704,NA
"65309","AGAMB","3R","EOG091707EY","AGAP010294","-",52419050,52422892,NA
"65310","AGAMB","3R","EOG091700DA","AGAP010295","-",52457332,52554377,NA
"65311","AGAMB","3R","EOG09170425","AGAP010297","+",52614352,52616203,NA
"65312","AGAMB","3R","EOG091708W4","AGAP010298","+",52655893,52656940,NA
"65313","AGAMB","3R","EOG091702RG","AGAP010303","-",52903957,52937612,NA
"65314","AGAMB","3R","EOG091705ZO","AGAP010304","+",52986490,52995971,NA
"65315","AGAMB","3R","EOG091704JS","AGAP010305","+",53005021,53006361,NA
"65316","AGAMB","3R","EOG09170ELS","AGAP010306","+",53015215,53015486,NA
"65317","AGAMB","3R","EOG091702Y3","AGAP010308","+",53091379,53093975,NA
"65318","AGAMB","3R","EOG09170AZF","AGAP010309","-",53112380,53112981,NA
"65319","AGAMB","3L","EOG0917043B","AGAP010310","-",66666,82270,NA
"65320","AGAMB","3L","EOG091706YM","AGAP010311","-",119535,125410,NA
"65321","AGAMB","3L","EOG091709LP","AGAP010312","-",168598,194224,NA
"65322","AGAMB","3L","EOG09170041","AGAP010313","-",293919,305802,NA
"65323","AGAMB","3L","EOG091705HM","AGAP010314","+",356758,377180,NA
"65324","AGAMB","3L","EOG09170114","AGAP010315","-",377201,388139,NA
"65325","AGAMB","3L","EOG091704ON","AGAP010317","+",413312,414967,NA
"65326","AGAMB","3L","EOG09170538","AGAP010318","-",426939,428262,NA
"65327","AGAMB","3L","EOG0917092R","AGAP010319","-",643225,662170,NA
"65328","AGAMB","3L","EOG091706H8","AGAP010321","+",666850,667801,0.011
"65329","AGAMB","3L","EOG091709FK","AGAP010322","-",670803,671402,NA
"65330","AGAMB","3L","EOG0917021H","AGAP010324","+",764363,827649,NA
"65331","AGAMB","3L","EOG091706WZ","AGAP010325","-",838226,839825,NA
"65332","AGAMB","3L","EOG091706WI","AGAP010326","-",850957,859362,NA
"65333","AGAMB","3L","EOG0917023D","AGAP010327","-",869951,871916,NA
"65334","AGAMB","3L","EOG091705UY","AGAP010328","+",884256,885478,NA
"65335","AGAMB","3L","EOG091707QU","AGAP010330","-",1016366,1017109,NA
"65336","AGAMB","3L","EOG091701JI","AGAP010331","+",1237467,1251368,NA
"65337","AGAMB","3L","EOG09170943","AGAP010332","+",1263012,1265489,NA
"65338","AGAMB","3L","EOG091700V6","AGAP010333","+",1295570,1301424,NA
"65339","AGAMB","3L","EOG091704RD","AGAP010334","+",1619406,1621133,NA
"65340","AGAMB","3L","EOG0917045M","AGAP010336","-",1661496,1663502,NA
"65341","AGAMB","3L","EOG091709KY","AGAP010338","+",1688147,1688672,NA
"65342","AGAMB","3L","EOG0917063T","AGAP010339","-",1689493,1690808,NA
"65343","AGAMB","3L","EOG091704NM","AGAP010340","-",1729141,1738615,NA
"65344","AGAMB","3L","EOG091705JW","AGAP010341","-",1792940,1794099,NA
"65345","AGAMB","3L","EOG0917027D","AGAP010342","-",1807945,1815119,NA
"65346","AGAMB","3L","EOG091702D2","AGAP010343","+",1882377,1888404,NA
"65347","AGAMB","3L","EOG091702IO","AGAP010344","+",1896831,1899494,NA
"65348","AGAMB","3L","EOG091701D5","AGAP010345","-",1905311,1909582,NA
"65349","AGAMB","3L","EOG091703LP","AGAP010346","+",1914238,1917979,0.019
"65350","AGAMB","3L","EOG09170954","AGAP010347","+",1918745,1920391,NA
"65351","AGAMB","3L","EOG09170442","AGAP010348","-",1920848,1922210,0.013
"65352","AGAMB","3L","EOG091701HN","AGAP010349","-",1937916,1939847,NA
